FID,wkb_geometry,long,lat,vejkode,vejnavn,name,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,reg_metode
cykelstativ.4110,POINT (12.575857733531446 55.69409157688),12.57585773,55.69409158,8608,Øster Søgade,Øster Søgade cykelstativ.4110,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.4111,POINT (12.575937327913634 55.69419581230344),12.57593733,55.69419581,8608,Øster Søgade,Øster Søgade cykelstativ.4111,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Indmålt med GPS
cykelstativ.4112,POINT (12.576712521033807 55.69464683323892),12.57671252,55.69464683,8608,Øster Søgade,Øster Søgade cykelstativ.4112,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,15,Ikke registreret,Indmålt med GPS
cykelstativ.4113,POINT (12.576499030931508 55.6945430697256),12.57649903,55.69454307,8608,Øster Søgade,Øster Søgade cykelstativ.4113,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,20,Ikke registreret,Indmålt med GPS
cykelstativ.4114,POINT (12.584638548688194 55.68379238866959),12.58463855,55.68379239,1356,Dronningens Tværgade,Dronningens Tværgade cykelstativ.4114,Indre By,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Indmålt med GPS
cykelstativ.4115,POINT (12.584676981842488 55.68383514071788),12.58467698,55.68383514,1356,Dronningens Tværgade,Dronningens Tværgade cykelstativ.4115,Indre By,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Indmålt med GPS
cykelstativ.4116,POINT (12.584746577734869 55.68393548580163),12.58474658,55.68393549,1356,Dronningens Tværgade,Dronningens Tværgade cykelstativ.4116,Indre By,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Indmålt med GPS
cykelstativ.4117,POINT (12.584798144329064 55.68398029224269),12.58479814,55.68398029,1356,Dronningens Tværgade,Dronningens Tværgade cykelstativ.4117,Indre By,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Indmålt med GPS
cykelstativ.4118,POINT (12.584875450864685 55.68407066218198),12.58487545,55.68407066,1356,Dronningens Tværgade,Dronningens Tværgade cykelstativ.4118,Indre By,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Indmålt med GPS
cykelstativ.4119,POINT (12.584918212918149 55.68411223028621),12.58491821,55.68411223,1356,Dronningens Tværgade,Dronningens Tværgade cykelstativ.4119,Indre By,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Indmålt med GPS
cykelstativ.4120,POINT (12.584216110826228 55.68492337861538),12.58421611,55.68492338,24,Adelgade,Adelgade cykelstativ.4120,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Indmålt med GPS
cykelstativ.4121,POINT (12.584094814937504 55.684768638812265),12.58409481,55.68476864,24,Adelgade,Adelgade cykelstativ.4121,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Indmålt med GPS
cykelstativ.4122,POINT (12.583679587460797 55.68430472622817),12.58367959,55.68430473,24,Adelgade,Adelgade cykelstativ.4122,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Indmålt med GPS
cykelstativ.4123,POINT (12.58354917353634 55.68412464335517),12.58354917,55.68412464,24,Adelgade,Adelgade cykelstativ.4123,Indre By,Andet,På plads,Rundt,Vinkelret,64,Ikke registreret,Indmålt med GPS
cykelstativ.4124,POINT (12.587344731002014 55.67922345569265),12.58734473,55.67922346,2736,Heibergsgade,Heibergsgade cykelstativ.4124,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,23,Ikke registreret,Indmålt med GPS
cykelstativ.4125,POINT (12.587560949177911 55.67927547918901),12.58756095,55.67927548,2736,Heibergsgade,Heibergsgade cykelstativ.4125,Indre By,NO,Tæt på facade,Enkeltsidet,Skråt 45 grader,7,Ikke registreret,Indmålt med GPS
cykelstativ.4126,POINT (12.58664741137652 55.67933028745525),12.58664741,55.67933029,271,August Bournonvilles Passage,August Bournonvilles Passage cykelstativ.4126,Indre By,NO,På facade,Enkeltsidet,Vinkelret,23,Ikke registreret,Indmålt med GPS
cykelstativ.4127,POINT (12.586978008540576 55.67890103274479),12.58697801,55.67890103,7564,Tordenskjoldsgade,Tordenskjoldsgade cykelstativ.4127,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,30,Ikke registreret,Indmålt med GPS
cykelstativ.4233,POINT (12.576061141249836 55.69094599168811),12.57606114,55.69094599,8588,Øster Farimagsgade,Øster Farimagsgade cykelstativ.4233,Indre By,NO,På gadeareal,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.4234,POINT (12.576131878829244 55.690925481599734),12.57613188,55.69092548,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4234,Indre By,NO,På gadeareal,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.4235,POINT (12.576202616334355 55.69090497147066),12.57620262,55.69090497,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4235,Indre By,NO,På gadeareal,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.4236,POINT (12.576273353765208 55.690884461301074),12.57627335,55.69088446,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4236,Indre By,NO,På gadeareal,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.4237,POINT (12.576344091121753 55.69086395109079),12.57634409,55.69086395,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4237,Indre By,NO,På gadeareal,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.4238,POINT (12.576414828403994 55.69084344083992),12.57641483,55.69084344,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4238,Indre By,NO,På gadeareal,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.4239,POINT (12.576485565611929 55.69082293054852),12.57648557,55.69082293,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4239,Indre By,NO,På gadeareal,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.4240,POINT (12.576546876659538 55.69072501112311),12.57654688,55.69072501,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4240,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,3,Ikke registreret,Ikke registreret
cykelstativ.4241,POINT (12.576538902062822 55.69067822255421),12.5765389,55.69067822,4260,Lille Farimagsgade,Lille Farimagsgade cykelstativ.4241,Indre By,NO,På gadeareal,Enkeltsidet,Vinkelret,3,Ikke registreret,Ikke registreret
cykelstativ.4313,POINT (12.575253714884573 55.67090409572041),12.57525371,55.6709041,2548,Hambrosgade,Hambrosgade cykelstativ.4313,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4314,POINT (12.575196656439285 55.670891831708325),12.57519666,55.67089183,2548,Hambrosgade,Hambrosgade cykelstativ.4314,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4315,POINT (12.575132885106287 55.67087887910748),12.57513289,55.67087888,2548,Hambrosgade,Hambrosgade cykelstativ.4315,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4316,POINT (12.574967534385392 55.67084589638023),12.57496753,55.6708459,2548,Hambrosgade,Hambrosgade cykelstativ.4316,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4317,POINT (12.574905247975167 55.67084063806571),12.57490525,55.67084064,2548,Hambrosgade,Hambrosgade cykelstativ.4317,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4318,POINT (12.574866976877553 55.670828489334056),12.57486698,55.67082849,2548,Hambrosgade,Hambrosgade cykelstativ.4318,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4319,POINT (12.574757398243857 55.67081510354431),12.5747574,55.6708151,2548,Hambrosgade,Hambrosgade cykelstativ.4319,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4320,POINT (12.574720647523934 55.67080246828457),12.57472065,55.67080247,2548,Hambrosgade,Hambrosgade cykelstativ.4320,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4321,POINT (12.574684777744515 55.670790912715105),12.57468478,55.67079091,2548,Hambrosgade,Hambrosgade cykelstativ.4321,,NO,Tæt på facade,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4195,POINT (12.546255642417462 55.699299087131486),12.54625564,55.69929909,8520,Ægirsgade,Ægirsgade cykelstativ.4195,,NO,På gadeareal,Enkeltsidet,Vinkelret,7,Ikke registreret,Ikke registreret
cykelstativ.4213,POINT (12.551299576308107 55.66653058158983),12.55129958,55.66653058,1376,Dybbølsgade,Dybbølsgade cykelstativ.4213,,NO,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4214,POINT (12.551330472224986 55.666526397258586),12.55133047,55.6665264,1376,Dybbølsgade,Dybbølsgade cykelstativ.4214,,NO,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4215,POINT (12.551361368134948 55.66652221291965),12.55136137,55.66652221,1376,Dybbølsgade,Dybbølsgade cykelstativ.4215,,NO,På gadeareal,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4046,POINT (12.547143260494781 55.66797380718617),12.54714326,55.66797381,7824,Ullerupgade,Ullerupgade cykelstativ.4046,,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.4047,POINT (12.54700638055724 55.66801377990278),12.54700638,55.66801378,7824,Ullerupgade,Ullerupgade cykelstativ.4047,,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4344,POINT (12.54691845174761 55.66855426694272),12.54691845,55.66855427,1812,Flensborggade,Flensborggade cykelstativ.4344,,Andet,På gadeareal,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4345,POINT (12.546388501869641 55.6685233777565),12.5463885,55.66852338,852,Broagergade,Broagergade cykelstativ.4345,,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,8,Ikke registreret,Digitaliseret manuelt
cykelstativ.4346,POINT (12.546431960681577 55.668572152904396),12.54643196,55.66857215,852,Broagergade,Broagergade cykelstativ.4346,,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4347,POINT (12.546351443403273 55.668566754698254),12.54635144,55.66856675,852,Broagergade,Broagergade cykelstativ.4347,,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.4348,POINT (12.546086468184994 55.668500118060585),12.54608647,55.66850012,852,Broagergade,Broagergade cykelstativ.4348,,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4349,POINT (12.546078532432144 55.668543198349425),12.54607853,55.6685432,852,Broagergade,Broagergade cykelstativ.4349,,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.1907,POINT (12.587184374985661 55.70698055961197),12.58718437,55.70698056,8696,Århusgade,Århusgade cykelstativ.1907,Østerbro,Andet,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2850,POINT (12.5458059497251 55.669646750564546),12.54580595,55.66964675,4684,Matthæusgade,Matthæusgade cykelstativ.2850,Vesterbro-Kongens Enghave,Model 32,På gadeareal,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Digitaliseret manuelt
cykelstativ.2162,POINT (12.566767348949497 55.65754655823613),12.56676735,55.65754656,3300,Islands Brygge,Islands Brygge cykelstativ.2162,Amager Vest,Noli,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.2163,POINT (12.56661746199436 55.65735866479255),12.56661746,55.65735866,3300,Islands Brygge,Islands Brygge cykelstativ.2163,Amager Vest,Noli,På gadeareal,Enkeltsidet,Vinkelret,10,Ikke registreret,Ikke registreret
cykelstativ.4048,POINT (12.557985621763608 55.68865169091785),12.55798562,55.68865169,6596,Slotsgade,Slotsgade cykelstativ.4048,Nørrebro,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,15,Ikke registreret,Ikke registreret
cykelstativ.4049,POINT (12.557915184416519 55.68859382707775),12.55791518,55.68859383,6596,Slotsgade,Slotsgade cykelstativ.4049,Nørrebro,NO,På gadeareal,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.4050,POINT (12.553692633422378 55.691215251300754),12.55369263,55.69121525,5192,Nørrebrogade,Nørrebrogade cykelstativ.4050,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4051,POINT (12.551735349868112 55.69251847505516),12.55173535,55.69251848,5192,Nørrebrogade,Nørrebrogade cykelstativ.4051,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4052,POINT (12.551697884792034 55.692543897330744),12.55169788,55.6925439,5192,Nørrebrogade,Nørrebrogade cykelstativ.4052,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4053,POINT (12.55106419254039 55.6929628763797),12.55106419,55.69296288,5192,Nørrebrogade,Nørrebrogade cykelstativ.4053,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4054,POINT (12.551102816823365 55.69293804478073),12.55110282,55.69293804,5192,Nørrebrogade,Nørrebrogade cykelstativ.4054,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4055,POINT (12.550609851574611 55.693264333845235),12.55060985,55.69326433,5192,Nørrebrogade,Nørrebrogade cykelstativ.4055,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4056,POINT (12.550650680282358 55.69323943857985),12.55065068,55.69323944,5192,Nørrebrogade,Nørrebrogade cykelstativ.4056,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4057,POINT (12.550167229561056 55.69356108205511),12.55016723,55.69356108,5192,Nørrebrogade,Nørrebrogade cykelstativ.4057,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4058,POINT (12.550130920879015 55.693587094376795),12.55013092,55.69358709,5192,Nørrebrogade,Nørrebrogade cykelstativ.4058,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4059,POINT (12.549835929257442 55.69400520203538),12.54983593,55.6940052,5192,Nørrebrogade,Nørrebrogade cykelstativ.4059,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,15,Ikke registreret,Ikke registreret
cykelstativ.4060,POINT (12.552707144724344 55.69201644317778),12.55270714,55.69201644,5192,Nørrebrogade,Nørrebrogade cykelstativ.4060,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,18,Ikke registreret,Ikke registreret
cykelstativ.4061,POINT (12.552827970165668 55.69208268800068),12.55282797,55.69208269,5192,Nørrebrogade,Nørrebrogade cykelstativ.4061,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,17,Ikke registreret,Ikke registreret
cykelstativ.4062,POINT (12.554161014649637 55.691053623315135),12.55416101,55.69105362,5192,Nørrebrogade,Nørrebrogade cykelstativ.4062,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.4063,POINT (12.55423336517898 55.691087010855085),12.55423337,55.69108701,5192,Nørrebrogade,Nørrebrogade cykelstativ.4063,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.4064,POINT (12.553269674446417 55.69164568105633),12.55326967,55.69164568,4688,Meinungsgade,Meinungsgade cykelstativ.4064,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,12,Ikke registreret,Digitaliseret manuelt
cykelstativ.4065,POINT (12.553344435477356 55.691693682435144),12.55334444,55.69169368,4688,Meinungsgade,Meinungsgade cykelstativ.4065,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,13,Ikke registreret,Digitaliseret manuelt
cykelstativ.3600,POINT (12.555255203059158 55.69043836516859),12.5552552,55.69043837,4892,Møllegade,Møllegade cykelstativ.3600,Nørrebro,NO,På fortov,Dobbeltsidet,Vinkelret,4,Ikke registreret,Ikke registreret
cykelstativ.3638,POINT (12.555161341101476 55.6903230825094),12.55516134,55.69032308,4892,Møllegade,Møllegade cykelstativ.3638,Nørrebro,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.1703,POINT (12.561398582075116 55.687982377566165),12.56139858,55.68798238,5744,Ravnsborggade,Ravnsborggade cykelstativ.1703,Nørrebro,NO,På gadeareal,Enkeltsidet,Vinkelret,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.810,POINT (12.57501595227917 55.682291198956726),12.57501595,55.6822912,5668,Pustervig,Pustervig cykelstativ.810,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.846,POINT (12.575168283553463 55.682322775931745),12.57516828,55.68232278,5668,Pustervig,Pustervig cykelstativ.846,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,10,Ikke registreret,Ikke registreret
cykelstativ.881,POINT (12.575404174528233 55.682376715765216),12.57540417,55.68237672,5668,Pustervig,Pustervig cykelstativ.881,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,25,Ikke registreret,Ikke registreret
cykelstativ.904,POINT (12.574842982007441 55.682868989387046),12.57484298,55.68286899,2676,Hausergade,Hausergade cykelstativ.904,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.438,POINT (12.575013519032979 55.68290534999515),12.57501352,55.68290535,2676,Hausergade,Hausergade cykelstativ.438,Indre By,NO,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,20,Ikke registreret,Ikke registreret
cykelstativ.507,POINT (12.55732137496357 55.668544906145065),12.55732137,55.66854491,3224,Høkerboderne,Høkerboderne cykelstativ.507,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.714,POINT (12.557338363175784 55.668530814495696),12.55733836,55.66853081,3224,Høkerboderne,Høkerboderne cykelstativ.714,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.542,POINT (12.557368204096951 55.66851106152093),12.5573682,55.66851106,3224,Høkerboderne,Høkerboderne cykelstativ.542,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.612,POINT (12.557392359128377 55.668492480831716),12.55739236,55.66849248,3224,Høkerboderne,Høkerboderne cykelstativ.612,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.645,POINT (12.557416275072756 55.66847617353072),12.55741628,55.66847617,3224,Høkerboderne,Høkerboderne cykelstativ.645,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.679,POINT (12.559007456136674 55.66709135100098),12.55900746,55.66709135,1844,Flæsketorvet,Flæsketorvet cykelstativ.679,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.1294,POINT (12.559023474076785 55.667078884166116),12.55902347,55.66707888,1844,Flæsketorvet,Flæsketorvet cykelstativ.1294,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4218,POINT (12.559049411847543 55.66705874360971),12.55904941,55.66705874,1844,Flæsketorvet,Flæsketorvet cykelstativ.4218,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4219,POINT (12.559074013338018 55.66704187310512),12.55907401,55.66704187,1844,Flæsketorvet,Flæsketorvet cykelstativ.4219,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4220,POINT (12.559099543781361 55.66702174436199),12.55909954,55.66702174,1844,Flæsketorvet,Flæsketorvet cykelstativ.4220,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4221,POINT (12.5591276433725 55.66700292585789),12.55912764,55.66700293,1844,Flæsketorvet,Flæsketorvet cykelstativ.4221,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4222,POINT (12.559152098363638 55.666984443956515),12.5591521,55.66698444,1844,Flæsketorvet,Flæsketorvet cykelstativ.4222,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4223,POINT (12.559182516049818 55.66696417331507),12.55918252,55.66696417,1844,Flæsketorvet,Flæsketorvet cykelstativ.4223,Vesterbro-Kongens Enghave,Noli,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.1771,POINT (12.573010380529723 55.67356000038843),12.57301038,55.67356,1276,Dantes Plads,Dantes Plads cykelstativ.1771,Indre By,NO,På plads,Enkeltsidet,Vinkelret,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.1806,POINT (12.57380506695113 55.673840983104846),12.57380507,55.67384098,1276,Dantes Plads,Dantes Plads cykelstativ.1806,Indre By,NO,På plads,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3487,POINT (12.583688527523806 55.68634964826763),12.58368853,55.68634965,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3487,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2962,POINT (12.583705378537724 55.68637009405337),12.58370538,55.68637009,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.2962,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2998,POINT (12.58371940560882 55.68638677824936),12.58371941,55.68638678,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.2998,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3112,POINT (12.5837332565079 55.68640444772148),12.58373326,55.68640445,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3112,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3148,POINT (12.58374917857905 55.68642418304657),12.58374918,55.68642418,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3148,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3186,POINT (12.58376651884258 55.68644516568341),12.58376652,55.68644517,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3186,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3224,POINT (12.58378590443078 55.68646848601365),12.5837859,55.68646849,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3224,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3262,POINT (12.583803284809921 55.686490460510164),12.58380328,55.68649046,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3262,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3300,POINT (12.58382220973036 55.68651242933471),12.58382221,55.68651243,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3300,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3338,POINT (12.583843856045812 55.68653773103297),12.58384386,55.68653773,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3338,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3376,POINT (12.583861875879764 55.68656085445468),12.58386188,55.68656085,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3376,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3414,POINT (12.583880136106005 55.68658216021503),12.58388014,55.68658216,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3414,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3449,POINT (12.583901024239669 55.68660577785795),12.58390102,55.68660578,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3449,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3036,POINT (12.583916718950334 55.68662545238653),12.58391672,55.68662545,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3036,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.3074,POINT (12.58393579983078 55.68664912284142),12.5839358,55.68664912,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.3074,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4045,POINT (12.583955701329685 55.686675157996525),12.5839557,55.68667516,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.4045,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2068,POINT (12.583977160828075 55.686698417688426),12.58397716,55.68669842,3996,Kronprinsessegade,Kronprinsessegade cykelstativ.2068,Indre By,Noli,På fortov,Enkeltsidet,Skråt 30 grader,5,Ikke registreret,Digitaliseret manuelt
