FID,wkb_geometry,long,lat,vejkode,vejnavn,name,bydel,stativ_type,stativ_placering,stativ_udformning,cykler_retning,antal_pladser,stativ_tilstand,reg_metode
cykelstativ.4389,POINT (12.591103822952705 55.68561130005857),12.59110382,55.6856113,1916,Fredericiagade,Fredericiagade cykelstativ.4389,Indre By,Bycykelstativ,På gadeareal,Enkeltsidet,Vinkelret,23,Ikke registreret,Ikke registreret
cykelstativ.4390,POINT (12.562200734527966 55.67612884708882),12.56220073,55.67612885,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.4390,Indre By,Bycykelstativ,På fortov,Enkeltsidet,Vinkelret,18,Ikke registreret,Ikke registreret
cykelstativ.1325,POINT (12.558377008986525 55.66503763939079),12.55837701,55.66503764,3272,Ingerslevsgade,Ingerslevsgade cykelstativ.1325,Vesterbro-Kongens Enghave,Bycykelstativ,På fortov,Enkeltsidet,Vinkelret,15,Ikke registreret,Ikke registreret
cykelstativ.1392,POINT (12.591168037427192 55.693793794469),12.59116804,55.69379379,1872,Folke Bernadottes Allé,Folke Bernadottes Allé cykelstativ.1392,Østerbro,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,43,Ikke registreret,Ikke registreret
cykelstativ.936,POINT (12.586255502773312 55.69223263526482),12.5862555,55.69223264,1872,Folke Bernadottes Allé,Folke Bernadottes Allé cykelstativ.936,Østerbro,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,42,Ikke registreret,Ikke registreret
cykelstativ.972,POINT (12.516666703725729 55.66353682897935),12.5166667,55.66353683,4508,Lyshøjgårdsvej,Lyshøjgårdsvej cykelstativ.972,Østerbro,Bycykelstativ,På plads,Enkeltsidet,Ikke registreret,19,Ikke registreret,Ikke registreret
cykelstativ.1838,POINT (12.570901292913227 55.67568608687308),12.57090129,55.67568609,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.1838,Indre By,Bycykelstativ,På plads,Dobbeltsidet,Ikke registreret,20,Ikke registreret,Ikke registreret
cykelstativ.3675,POINT (12.56871561237398 55.67554839258333),12.56871561,55.67554839,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.3675,Indre By,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,18,Ikke registreret,Ikke registreret
cykelstativ.3713,POINT (12.565339010205017 55.673518686456816),12.56533901,55.67351869,476,Bernstorffsgade,Bernstorffsgade cykelstativ.3713,Indre By,Bycykelstativ,På gadeareal,Enkeltsidet,Ikke registreret,9,Ikke registreret,Ikke registreret
cykelstativ.3750,POINT (12.562193854429466 55.675924188211695),12.56219385,55.67592419,8208,Vester Farimagsgade,Vester Farimagsgade cykelstativ.3750,Indre By,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,9,Ikke registreret,Ikke registreret
cykelstativ.3824,POINT (12.568785425375925 55.67550093800554),12.56878543,55.67550094,6152,Rådhuspladsen,Rådhuspladsen cykelstativ.3824,Indre By,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,8,Ikke registreret,Ikke registreret
cykelstativ.3899,POINT (12.565399600074347 55.67345549677597),12.5653996,55.6734555,476,Bernstorffsgade,Bernstorffsgade cykelstativ.3899,Indre By,Bycykelstativ,På gadeareal,Enkeltsidet,Ikke registreret,13,Ikke registreret,Ikke registreret
cykelstativ.3933,POINT (12.558392594603058 55.6650912105458),12.55839259,55.66509121,3272,Ingerslevsgade,Ingerslevsgade cykelstativ.3933,Vesterbro-Kongens Enghave,Bycykelstativ,På fortov,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.3970,POINT (12.514713601467315 55.6916315954876),12.5147136,55.6916316,2264,Godthåbsvej,Godthåbsvej cykelstativ.3970,Bispebjerg,Noli,Andet,Enkeltsidet,Vinkelret,1,Ikke registreret,Digitaliseret manuelt
cykelstativ.4007,POINT (12.514710728490291 55.691633487060805),12.51471073,55.69163349,2264,Godthåbsvej,Godthåbsvej cykelstativ.4007,Bispebjerg,Noli,Andet,Enkeltsidet,Vinkelret,1,Ikke registreret,Digitaliseret manuelt
cykelstativ.3525,POINT (12.514967676702213 55.69144700843707),12.51496768,55.69144701,2264,Godthåbsvej,Godthåbsvej cykelstativ.3525,Bispebjerg,Noli,Andet,Enkeltsidet,Vinkelret,1,Ikke registreret,Digitaliseret manuelt
cykelstativ.3563,POINT (12.514963943619842 55.691449456328314),12.51496394,55.69144946,2264,Godthåbsvej,Godthåbsvej cykelstativ.3563,Bispebjerg,Noli,Andet,Enkeltsidet,Vinkelret,1,Ikke registreret,Digitaliseret manuelt
cykelstativ.3799,POINT (12.499703421965885 55.68537922876517),12.49970342,55.68537923,,, cykelstativ.3799,,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,40,Ikke registreret,Digitaliseret manuelt
cykelstativ.3800,POINT (12.523590045976528 55.681502515563515),12.52359005,55.68150252,,, cykelstativ.3800,,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,31,Ikke registreret,Digitaliseret manuelt
cykelstativ.3801,POINT (12.543992428236969 55.681405300630985),12.54399243,55.6814053,,, cykelstativ.3801,,Bycykelstativ,På fortovsudvidelse,Enkeltsidet,Ikke registreret,20,Ikke registreret,Digitaliseret manuelt
cykelstativ.3802,POINT (12.55169087051312 55.682037307834285),12.55169087,55.68203731,,, cykelstativ.3802,,Bycykelstativ,På plads,Enkeltsidet,Ikke registreret,48,Ikke registreret,Digitaliseret manuelt
cykelstativ.3803,POINT (12.52249377603853 55.67169986425911),12.52249378,55.67169986,,, cykelstativ.3803,,Bycykelstativ,Tæt på facade,Enkeltsidet,Ikke registreret,15,Ikke registreret,Digitaliseret manuelt
cykelstativ.3804,POINT (12.522405737891773 55.67166964176003),12.52240574,55.67166964,,, cykelstativ.3804,,Bycykelstativ,På fortovsudvidelse,Enkeltsidet,Ikke registreret,16,Ikke registreret,Digitaliseret manuelt
cykelstativ.3815,POINT (12.492537678472782 55.678095559445865),12.49253768,55.67809556,,, cykelstativ.3815,,Bycykelstativ,På plads,Enkeltsidet,Ikke registreret,22,Ikke registreret,Digitaliseret manuelt
cykelstativ.3816,POINT (12.511628592237766 55.67903450566918),12.51162859,55.67903451,,, cykelstativ.3816,,Bycykelstativ,På plads,Enkeltsidet,Ikke registreret,12,Ikke registreret,Digitaliseret manuelt
cykelstativ.3819,POINT (12.532836496649749 55.67826010076867),12.5328365,55.6782601,,, cykelstativ.3819,,Bycykelstativ,På plads,Enkeltsidet,Ikke registreret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.3936,POINT (12.532670753724757 55.678336890208016),12.53267075,55.67833689,,, cykelstativ.3936,,Bycykelstativ,På plads,Enkeltsidet,Ikke registreret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.3937,POINT (12.532140407484011 55.67503555308404),12.53214041,55.67503555,,, cykelstativ.3937,,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.3939,POINT (12.538061373863846 55.684624565922796),12.53806137,55.68462457,,, cykelstativ.3939,,Bycykelstativ,På fortov,Enkeltsidet,Ikke registreret,10,Ikke registreret,Digitaliseret manuelt
cykelstativ.3941,POINT (12.527387021702298 55.69520247129454),12.52738702,55.69520247,,, cykelstativ.3941,,Bycykelstativ,På plads,Enkeltsidet,Ikke registreret,22,Ikke registreret,Digitaliseret manuelt
cykelstativ.3942,POINT (12.579126031948993 55.66645886552374),12.57912603,55.66645887,5000,Njalsgade,Njalsgade cykelstativ.3942,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.3943,POINT (12.579162916815415 55.666443239146325),12.57916292,55.66644324,5000,Njalsgade,Njalsgade cykelstativ.3943,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.3944,POINT (12.579085688128746 55.666475946316176),12.57908569,55.66647595,5000,Njalsgade,Njalsgade cykelstativ.3944,Amager Vest,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.3948,POINT (12.578472175508903 55.66676200712335),12.57847218,55.66676201,5000,Njalsgade,Njalsgade cykelstativ.3948,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.3953,POINT (12.578431024316432 55.66677988586678),12.57843102,55.66677989,5000,Njalsgade,Njalsgade cykelstativ.3953,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.3955,POINT (12.578381864351948 55.66680161183572),12.57838186,55.66680161,5000,Njalsgade,Njalsgade cykelstativ.3955,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.3956,POINT (12.578483380204853 55.6668200516802),12.57848338,55.66682005,5000,Njalsgade,Njalsgade cykelstativ.3956,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4102,POINT (12.57842547459516 55.66685370726142),12.57842547,55.66685371,5000,Njalsgade,Njalsgade cykelstativ.4102,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.2130,POINT (12.578453452087492 55.66688541196767),12.57845345,55.66688541,5000,Njalsgade,Njalsgade cykelstativ.2130,Amager Vest,NO,På fortovsudvidelse,Enkeltsidet,Vinkelret,5,Ikke registreret,Ikke registreret
cykelstativ.4224,POINT (12.483748592170263 55.69652069178054),12.48374859,55.69652069,7992,Vanløsehøj,Vanløsehøj cykelstativ.4224,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4225,POINT (12.4837840867577 55.69652426236171),12.48378409,55.69652426,7992,Vanløsehøj,Vanløsehøj cykelstativ.4225,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4226,POINT (12.483822668279956 55.69652843102126),12.48382267,55.69652843,7992,Vanløsehøj,Vanløsehøj cykelstativ.4226,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4227,POINT (12.48348376142208 55.69649207109695),12.48348376,55.69649207,7992,Vanløsehøj,Vanløsehøj cykelstativ.4227,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4228,POINT (12.483459070295678 55.69648940249097),12.48345907,55.6964894,7992,Vanløsehøj,Vanløsehøj cykelstativ.4228,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4229,POINT (12.48343424548407 55.69648671943089),12.48343425,55.69648672,7992,Vanløsehøj,Vanløsehøj cykelstativ.4229,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4230,POINT (12.483406809383208 55.696483754137056),12.48340681,55.69648375,7992,Vanløsehøj,Vanløsehøj cykelstativ.4230,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4231,POINT (12.483377343211545 55.69648056942571),12.48337734,55.69648057,7992,Vanløsehøj,Vanløsehøj cykelstativ.4231,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4232,POINT (12.483348559195031 55.696477458434465),12.48334856,55.69647746,7992,Vanløsehøj,Vanløsehøj cykelstativ.4232,Vanløse,Ikke registreret,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4255,POINT (12.548474672492317 55.67071543703584),12.54847467,55.67071544,7924,Valdemarsgade,Valdemarsgade cykelstativ.4255,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4256,POINT (12.548478725758237 55.67069542704014),12.54847873,55.67069543,7924,Valdemarsgade,Valdemarsgade cykelstativ.4256,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4257,POINT (12.548484470849317 55.67067054561005),12.54848447,55.67067055,7924,Valdemarsgade,Valdemarsgade cykelstativ.4257,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4258,POINT (12.548489765737418 55.6706465814221),12.54848977,55.67064658,7924,Valdemarsgade,Valdemarsgade cykelstativ.4258,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4259,POINT (12.548493259835718 55.67062628620467),12.54849326,55.67062629,7924,Valdemarsgade,Valdemarsgade cykelstativ.4259,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4260,POINT (12.548497941080544 55.670601435563114),12.54849794,55.67060144,7924,Valdemarsgade,Valdemarsgade cykelstativ.4260,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4261,POINT (12.548500562020367 55.6705832754466),12.54850056,55.67058328,7924,Valdemarsgade,Valdemarsgade cykelstativ.4261,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4262,POINT (12.548505488412793 55.67056113034885),12.54850549,55.67056113,7924,Valdemarsgade,Valdemarsgade cykelstativ.4262,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4263,POINT (12.54850793303163 55.67053513882182),12.54850793,55.67053514,7924,Valdemarsgade,Valdemarsgade cykelstativ.4263,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4264,POINT (12.548511372633818 55.67051424237171),12.54851137,55.67051424,7924,Valdemarsgade,Valdemarsgade cykelstativ.4264,Vesterbro-Kongens Enghave,Noli,På fortov,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Ikke registreret
cykelstativ.4309,POINT (12.483621226394986 55.693886735876234),12.48362123,55.69388674,1828,Floras Allé,Floras Allé cykelstativ.4309,Vanløse,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4310,POINT (12.483676551621434 55.69389850302388),12.48367655,55.6938985,1828,Floras Allé,Floras Allé cykelstativ.4310,Vanløse,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4311,POINT (12.483835357887166 55.69393272004565),12.48383536,55.69393272,1828,Floras Allé,Floras Allé cykelstativ.4311,Vanløse,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.4312,POINT (12.483873136888825 55.693940829905266),12.48387314,55.69394083,1828,Floras Allé,Floras Allé cykelstativ.4312,Vanløse,Noli,Andet,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2131,POINT (12.594020947216558 55.673253216573336),12.59402095,55.67325322,1352,Dronningensgade,Dronningensgade cykelstativ.2131,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2132,POINT (12.59399741549223 55.67323933410923),12.59399742,55.67323933,1352,Dronningensgade,Dronningensgade cykelstativ.2132,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2199,POINT (12.593970074236667 55.67322321304478),12.59397007,55.67322321,1352,Dronningensgade,Dronningensgade cykelstativ.2199,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2266,POINT (12.593945565321034 55.6732082909602),12.59394557,55.67320829,1352,Dronningensgade,Dronningensgade cykelstativ.2266,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2267,POINT (12.593910335492259 55.67318778588587),12.59391034,55.67318779,1352,Dronningensgade,Dronningensgade cykelstativ.2267,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2273,POINT (12.593878960351145 55.673169731830654),12.59387896,55.67316973,1352,Dronningensgade,Dronningensgade cykelstativ.2273,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2274,POINT (12.593846383595496 55.67315094378425),12.59384638,55.67315094,1352,Dronningensgade,Dronningensgade cykelstativ.2274,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2275,POINT (12.593814770531903 55.67313276848645),12.59381477,55.67313277,1352,Dronningensgade,Dronningensgade cykelstativ.2275,Indre By,Noli,På fortovsudvidelse,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2300,POINT (12.54466832062902 55.66638843130716),12.54466832,55.66638843,1588,Enghave Plads,Enghave Plads cykelstativ.2300,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2338,POINT (12.54471577189568 55.666405814943246),12.54471577,55.66640581,1588,Enghave Plads,Enghave Plads cykelstativ.2338,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2346,POINT (12.544756294761514 55.66642253225032),12.54475629,55.66642253,1588,Enghave Plads,Enghave Plads cykelstativ.2346,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2347,POINT (12.544787011286447 55.66643662092566),12.54478701,55.66643662,1588,Enghave Plads,Enghave Plads cykelstativ.2347,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2348,POINT (12.5448479186493 55.66645898914702),12.54484792,55.66645899,1588,Enghave Plads,Enghave Plads cykelstativ.2348,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2350,POINT (12.544880141021917 55.66647345028202),12.54488014,55.66647345,1588,Enghave Plads,Enghave Plads cykelstativ.2350,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2351,POINT (12.54491452821309 55.66648743279262),12.54491453,55.66648743,1588,Enghave Plads,Enghave Plads cykelstativ.2351,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2355,POINT (12.544955822918599 55.66650454374096),12.54495582,55.66650454,1588,Enghave Plads,Enghave Plads cykelstativ.2355,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2367,POINT (12.544995499204205 55.66652003738484),12.5449955,55.66652004,1588,Enghave Plads,Enghave Plads cykelstativ.2367,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2369,POINT (12.545035438411945 55.66653843556741),12.54503544,55.66653844,1588,Enghave Plads,Enghave Plads cykelstativ.2369,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2370,POINT (12.54508102525977 55.6665541743005),12.54508103,55.66655417,1588,Enghave Plads,Enghave Plads cykelstativ.2370,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2375,POINT (12.54513227676574 55.66657557352491),12.54513228,55.66657557,1588,Enghave Plads,Enghave Plads cykelstativ.2375,Vesterbro-Kongens Enghave,Noli,På facade,Enkeltsidet,Skråt 45 grader,5,Ikke registreret,Digitaliseret manuelt
cykelstativ.2008,POINT (12.540119969521244 55.666089795334095),12.54011997,55.6660898,1476,Ejderstedgade,Ejderstedgade cykelstativ.2008,Vesterbro-Kongens Enghave,Noli,Andet,Dobbeltsidet,Vinkelret,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.2565,POINT (12.540089146602346 55.6660327257924),12.54008915,55.66603273,1476,Ejderstedgade,Ejderstedgade cykelstativ.2565,Vesterbro-Kongens Enghave,Noli,Andet,Dobbeltsidet,Vinkelret,4,Ikke registreret,Digitaliseret manuelt
cykelstativ.2567,POINT (12.540058323914046 55.66597565650147),12.54005832,55.66597566,1476,Ejderstedgade,Ejderstedgade cykelstativ.2567,Vesterbro-Kongens Enghave,Noli,Andet,Dobbeltsidet,Vinkelret,4,Ikke registreret,Digitaliseret manuelt
